Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
ITC	-26763.81045	884.9283347	-21890429.73	-5.782889796	-318412.5334	247.7562367	-2364554.404	73.91238367	-267.5163102	-994120.7294
Larsen & Toubro	-26785.66036	885.5586492	-21907153.67	-5.788119088	-318654.7643	247.9245878	-2366355.835	73.95649172	-267.7321397	-994878.4644
Bajaj Finance	-26807.51027	886.1889637	-21923877.6	-5.793348379	-318896.9952	248.0929388	-2368157.266	74.00059976	-267.9479693	-995636.1993
Maruti Suzuki	-26829.36018	886.8192783	-21940601.54	-5.798577671	-319139.2262	248.2612898	-2369958.697	74.0447078	-268.1637988	-996393.9342
HCL Technologies	-26851.21009	887.4495928	-21957325.48	-5.803806963	-319381.4571	248.4296408	-2371760.128	74.08881585	-268.3796283	-997151.6691
Adani Enterprises	-26873.06	888.0799073	-21974049.42	-5.809036255	-319623.688	248.5979918	-2373561.559	74.13292389	-268.5954579	-997909.404
Hindustan Aeronautics	-26894.90992	888.7102218	-21990773.36	-5.814265546	-319865.919	248.7663429	-2375362.99	74.17703193	-268.8112874	-998667.1389
M & M	-26916.75983	889.3405364	-22007497.29	-5.819494838	-320108.1499	248.9346939	-2377164.421	74.22113998	-269.0271169	-999424.8738
Axis Bank	-26938.60974	889.9708509	-22024221.23	-5.82472413	-320350.3809	249.1030449	-2378965.852	74.26524802	-269.2429465	-1000182.609
Sun Pharma. Inds.	-26960.45965	890.6011654	-22040945.17	-5.829953421	-320592.6118	249.2713959	-2380767.283	74.30935606	-269.458776	-1000940.344
Tata Motors	-26982.30956	891.23148	-22057669.11	-5.835182713	-320834.8427	249.4397469	-2382568.714	74.35346411	-269.6746055	-1001698.079
NTPC	-27004.15947	891.8617945	-22074393.04	-5.840412005	-321077.0737	249.608098	-2384370.145	74.39757215	-269.8904351	-1002455.814
ONGC	-27026.00938	892.492109	-22091116.98	-5.845641297	-321319.3046	249.776449	-2386171.576	74.44168019	-270.1062646	-1003213.548
Kotak Mahindra Bank	-27047.85929	893.1224235	-22107840.92	-5.850870588	-321561.5356	249.9448	-2387973.007	74.48578824	-270.3220941	-1003971.283
Avenue Supermarts	-27069.70921	893.7527381	-22124564.86	-5.85609988	-321803.7665	250.113151	-2389774.438	74.52989628	-270.5379236	-1004729.018
UltraTech Cement	-27091.55912	894.3830526	-22141288.79	-5.861329172	-322045.9974	250.281502	-2391575.869	74.57400432	-270.7537532	-1005486.753
Titan Company	-27113.40903	895.0133671	-22158012.73	-5.866558463	-322288.2284	250.4498531	-2393377.3	74.61811236	-270.9695827	-1006244.488
Adani Ports	-27135.25894	895.6436816	-22174736.67	-5.871787755	-322530.4593	250.6182041	-2395178.732	74.66222041	-271.1854122	-1007002.223
Power Grid Corporation	-27157.10885	896.2739962	-22191460.61	-5.877017047	-322772.6902	250.7865551	-2396980.163	74.70632845	-271.4012418	-1007759.958
Coal India	-27178.95876	896.9043107	-22208184.55	-5.882246339	-323014.9212	250.9549061	-2398781.594	74.75043649	-271.6170713	-1008517.693
Tata Steel	-27200.80867	897.5346252	-22224908.48	-5.88747563	-323257.1521	251.1232571	-2400583.025	74.79454454	-271.8329008	-1009275.428
JSW Steel	-27222.65858	898.1649397	-22241632.42	-5.892704922	-323499.3831	251.2916082	-2402384.456	74.83865258	-272.0487304	-1010033.163
HDFC Life Insurance	-27244.50849	898.7952543	-22258356.36	-5.897934214	-323741.614	251.4599592	-2404185.887	74.88276062	-272.2645599	-1010790.898
Tech Mahindra	-27266.35841	899.4255688	-22275080.3	-5.903163505	-323983.8449	251.6283102	-2405987.318	74.92686867	-272.4803894	-1011548.632
SBI Life Insurance	-27288.20832	900.0558833	-22291804.23	-5.908392797	-324226.0759	251.7966612	-2407788.749	74.97097671	-272.696219	-1012306.367
Grasim Industries	-27310.05823	900.6861978	-22308528.17	-5.913622089	-324468.3068	251.9650122	-2409590.18	75.01508475	-272.9120485	-1013064.102
Wipro	-27331.90814	901.3165124	-22325252.11	-5.918851381	-324710.5378	252.1333633	-2411391.611	75.0591928	-273.127878	-1013821.837
Divi's Laboratories	-27353.75805	901.9468269	-22341976.05	-5.924080672	-324952.7687	252.3017143	-2413193.042	75.10330084	-273.3437076	-1014579.572
Hero MotoCorp	-27375.60796	902.5771414	-22358699.98	-5.929309964	-325194.9996	252.4700653	-2414994.473	75.14740888	-273.5595371	-1015337.307
Cipla	-27397.45787	903.2074559	-22375423.92	-5.934539256	-325437.2306	252.6384163	-2416795.904	75.19151693	-273.7753666	-1016095.042
Britannia Industries	-27419.30778	903.8377705	-22392147.86	-5.939768547	-325679.4615	252.8067673	-2418597.335	75.23562497	-273.9911962	-1016852.777
Dabur India	-27441.1577	904.468085	-22408871.8	-5.944997839	-325921.6924	252.9751184	-2420398.766	75.27973301	-274.2070257	-1017610.512
Adani Green Energy	-27463.00761	905.0983995	-22425595.73	-5.950227131	-326163.9234	253.1434694	-2422200.197	75.32384106	-274.4228552	-1018368.247
SBI Cards & Payment	-27484.85752	905.728714	-22442319.67	-5.955456423	-326406.1543	253.3118204	-2424001.628	75.3679491	-274.6386848	-1019125.982
Bajaj Finserv	-27506.70743	906.3590286	-22459043.61	-5.960685714	-326648.3853	253.4801714	-2425803.06	75.41205714	-274.8545143	-1019883.717
Ambuja Cements	-27528.55734	906.9893431	-22475767.55	-5.965915006	-326890.6162	253.6485224	-2427604.491	75.45616519	-275.0703438	-1020641.451
Dr. Reddy's Lab	-27550.40725	907.6196576	-22492491.49	-5.971144298	-327132.8471	253.8168735	-2429405.922	75.50027323	-275.2861733	-1021399.186
Vedanta	-27572.25716	908.2499721	-22509215.42	-5.976373589	-327375.0781	253.9852245	-2431207.353	75.54438127	-275.5020029	-1022156.921
Apollo Hospitals	-27594.10707	908.8802867	-22525939.36	-5.981602881	-327617.309	254.1535755	-2433008.784	75.58848932	-275.7178324	-1022914.656
Bank of Baroda	-27615.95698	909.5106012	-22542663.3	-5.986832173	-327859.5399	254.3219265	-2434810.215	75.63259736	-275.9336619	-1023672.391
Eicher Motors	-27637.8069	910.1409157	-22559387.24	-5.992061465	-328101.7709	254.4902776	-2436611.646	75.6767054	-276.1494915	-1024430.126
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-27659.65681	910.7712303	-22576111.17	-5.997290756	-328344.0018	254.6586286	-2438413.077	75.72081345	-276.365321	-1025187.861
TCS	-27681.50672	911.4015448	-22592835.11	-6.002520048	-328586.2328	254.8269796	-2440214.508	75.76492149	-276.5811505	-1025945.596
HDFC Bank	-27703.35663	912.0318593	-22609559.05	-6.00774934	-328828.4637	254.9953306	-2442015.939	75.80902953	-276.7969801	-1026703.331
Bharti Airtel	-27725.20654	912.6621738	-22626282.99	-6.012978631	-329070.6946	255.1636816	-2443817.37	75.85313758	-277.0128096	-1027461.066
ICICI Bank	-27747.05645	913.2924884	-22643006.92	-6.018207923	-329312.9256	255.3320327	-2445618.801	75.89724562	-277.2286391	-1028218.801
St Bk of India	-27768.90636	913.9228029	-22659730.86	-6.023437215	-329555.1565	255.5003837	-2447420.232	75.94135366	-277.4444687	-1028976.536
Life Insurance	-27790.75627	914.5531174	-22676454.8	-6.028666507	-329797.3875	255.6687347	-2449221.663	75.9854617	-277.6602982	-1029734.27
Infosys	-27812.60618	915.1834319	-22693178.74	-6.033895798	-330039.6184	255.8370857	-2451023.094	76.02956975	-277.8761277	-1030492.005
Hind. Unilever	-27834.4561	915.8137465	-22709902.68	-6.03912509	-330281.8493	256.0054367	-2452824.525	76.07367779	-278.0919573	-1031249.74
ITC	-27856.30601	916.444061	-22726626.61	-6.044354382	-330524.0803	256.1737878	-2454625.956	76.11778583	-278.3077868	-1032007.475
Larsen & Toubro	-27878.15592	917.0743755	-22743350.55	-6.049583673	-330766.3112	256.3421388	-2456427.388	76.16189388	-278.5236163	-1032765.21
Bajaj Finance	-27900.00583	917.70469	-22760074.49	-6.054812965	-331008.5421	256.5104898	-2458228.819	76.20600192	-278.7394459	-1033522.945
Maruti Suzuki	-27921.85574	918.3350046	-22776798.43	-6.060042257	-331250.7731	256.6788408	-2460030.25	76.25010996	-278.9552754	-1034280.68
HCL Technologies	-27943.70565	918.9653191	-22793522.36	-6.065271549	-331493.004	256.8471918	-2461831.681	76.29421801	-279.1711049	-1035038.415
Adani Enterprises	-27965.55556	919.5956336	-22810246.3	-6.07050084	-331735.235	257.0155429	-2463633.112	76.33832605	-279.3869345	-1035796.15
Hindustan Aeronautics	-27987.40547	920.2259481	-22826970.24	-6.075730132	-331977.4659	257.1838939	-2465434.543	76.38243409	-279.602764	-1036553.885
M & M	-28009.25539	920.8562627	-22843694.18	-6.080959424	-332219.6968	257.3522449	-2467235.974	76.42654214	-279.8185935	-1037311.62
Axis Bank	-28031.1053	921.4865772	-22860418.11	-6.086188715	-332461.9278	257.5205959	-2469037.405	76.47065018	-280.034423	-1038069.355
Sun Pharma. Inds.	-28052.95521	922.1168917	-22877142.05	-6.091418007	-332704.1587	257.6889469	-2470838.836	76.51475822	-280.2502526	-1038827.089
Tata Motors	-28074.80512	922.7472062	-22893865.99	-6.096647299	-332946.3897	257.857298	-2472640.267	76.55886627	-280.4660821	-1039584.824
NTPC	-28096.65503	923.3775208	-22910589.93	-6.101876591	-333188.6206	258.025649	-2474441.698	76.60297431	-280.6819116	-1040342.559
ONGC	-28118.50494	924.0078353	-22927313.86	-6.107105882	-333430.8515	258.194	-2476243.129	76.64708235	-280.8977412	-1041100.294
Kotak Mahindra Bank	-28140.35485	924.6381498	-22944037.8	-6.112335174	-333673.0825	258.362351	-2478044.56	76.6911904	-281.1135707	-1041858.029
Avenue Supermarts	-28162.20476	925.2684643	-22960761.74	-6.117564466	-333915.3134	258.530702	-2479845.991	76.73529844	-281.3294002	-1042615.764
UltraTech Cement	-28184.05467	925.8987789	-22977485.68	-6.122793758	-334157.5443	258.6990531	-2481647.422	76.77940648	-281.5452298	-1043373.499
Titan Company	-28205.90459	926.5290934	-22994209.62	-6.128023049	-334399.7753	258.8674041	-2483448.853	76.82351453	-281.7610593	-1044131.234
Adani Ports	-28227.7545	927.1594079	-23010933.55	-6.133252341	-334642.0062	259.0357551	-2485250.284	76.86762257	-281.9768888	-1044888.969
Power Grid Corporation	-28249.60441	927.7897224	-23027657.49	-6.138481633	-334884.2372	259.2041061	-2487051.716	76.91173061	-282.1927184	-1045646.704
Coal India	-28271.45432	928.420037	-23044381.43	-6.143710924	-335126.4681	259.3724571	-2488853.147	76.95583866	-282.4085479	-1046404.439
Tata Steel	-28293.30423	929.0503515	-23061105.37	-6.148940216	-335368.699	259.5408082	-2490654.578	76.9999467	-282.6243774	-1047162.174
JSW Steel	-28315.15414	929.680666	-23077829.3	-6.154169508	-335610.93	259.7091592	-2492456.009	77.04405474	-282.840207	-1047919.908
HDFC Life Insurance	-28337.00405	930.3109806	-23094553.24	-6.1593988	-335853.1609	259.8775102	-2494257.44	77.08816279	-283.0560365	-1048677.643
Tech Mahindra	-28358.85396	930.9412951	-23111277.18	-6.164628091	-336095.3919	260.0458612	-2496058.871	77.13227083	-283.271866	-1049435.378
SBI Life Insurance	-28380.70388	931.5716096	-23128001.12	-6.169857383	-336337.6228	260.2142122	-2497860.302	77.17637887	-283.4876956	-1050193.113
Grasim Industries	-28402.55379	932.2019241	-23144725.05	-6.175086675	-336579.8537	260.3825633	-2499661.733	77.22048691	-283.7035251	-1050950.848
Wipro	-28424.4037	932.8322387	-23161448.99	-6.180315966	-336822.0847	260.5509143	-2501463.164	77.26459496	-283.9193546	-1051708.583
Divi's Laboratories	-28446.25361	933.4625532	-23178172.93	-6.185545258	-337064.3156	260.7192653	-2503264.595	77.308703	-284.1351842	-1052466.318
Hero MotoCorp	-28468.10352	934.0928677	-23194896.87	-6.19077455	-337306.5465	260.8876163	-2505066.026	77.35281104	-284.3510137	-1053224.053
Cipla	-28489.95343	934.7231822	-23211620.81	-6.196003842	-337548.7775	261.0559673	-2506867.457	77.39691909	-284.5668432	-1053981.788
Britannia Industries	-28511.80334	935.3534968	-23228344.74	-6.201233133	-337791.0084	261.2243184	-2508668.888	77.44102713	-284.7826727	-1054739.523
Dabur India	-28533.65325	935.9838113	-23245068.68	-6.206462425	-338033.2394	261.3926694	-2510470.319	77.48513517	-284.9985023	-1055497.258
Adani Green Energy	-28555.50316	936.6141258	-23261792.62	-6.211691717	-338275.4703	261.5610204	-2512271.75	77.52924322	-285.2143318	-1056254.993
SBI Cards & Payment	-28577.35308	937.2444403	-23278516.56	-6.216921008	-338517.7012	261.7293714	-2514073.181	77.57335126	-285.4301613	-1057012.727
Bajaj Finserv	-28599.20299	937.8747549	-23295240.49	-6.2221503	-338759.9322	261.8977224	-2515874.612	77.6174593	-285.6459909	-1057770.462
Ambuja Cements	-28621.0529	938.5050694	-23311964.43	-6.227379592	-339002.1631	262.0660735	-2517676.044	77.66156735	-285.8618204	-1058528.197
Dr. Reddy's Lab	-28642.90281	939.1353839	-23328688.37	-6.232608884	-339244.394	262.2344245	-2519477.475	77.70567539	-286.0776499	-1059285.932
Vedanta	-28664.75272	939.7656984	-23345412.31	-6.237838175	-339486.625	262.4027755	-2521278.906	77.74978343	-286.2934795	-1060043.667
Apollo Hospitals	-28686.60263	940.396013	-23362136.24	-6.243067467	-339728.8559	262.5711265	-2523080.337	77.79389148	-286.509309	-1060801.402
Bank of Baroda	-28708.45254	941.0263275	-23378860.18	-6.248296759	-339971.0869	262.7394776	-2524881.768	77.83799952	-286.7251385	-1061559.137
Eicher Motors	-28730.30245	941.656642	-23395584.12	-6.25352605	-340213.3178	262.9078286	-2526683.199	77.88210756	-286.9409681	-1062316.872
Name	CMP	P/E	Market Cap	Div Yield %	NP Qtr	Qtr Profit %	Sales Qtr	Qtr Sales %	ROCE %	PAT Ann
Reliance Industries	-28752.15236	942.2869565	-23412308.06	-6.258755342	-340455.5487	263.0761796	-2528484.63	77.92621561	-287.1567976	-1063074.607
TCS	-28774.00228	942.9172711	-23429032	-6.263984634	-340697.7797	263.2445306	-2530286.061	77.97032365	-287.3726271	-1063832.342
HDFC Bank	-28795.85219	943.5475856	-23445755.93	-6.269213926	-340940.0106	263.4128816	-2532087.492	78.01443169	-287.5884567	-1064590.077
Bharti Airtel	-28817.7021	944.1779001	-23462479.87	-6.274443217	-341182.2416	263.5812327	-2533888.923	78.05853974	-287.8042862	-1065347.812
ICICI Bank	-28839.55201	944.8082146	-23479203.81	-6.279672509	-341424.4725	263.7495837	-2535690.354	78.10264778	-288.0201157	-1066105.546
St Bk of India	-28861.40192	945.4385292	-23495927.75	-6.284901801	-341666.7034	263.9179347	-2537491.785	78.14675582	-288.2359453	-1066863.281
Life Insurance	-28883.25183	946.0688437	-23512651.68	-6.290131092	-341908.9344	264.0862857	-2539293.216	78.19086387	-288.4517748	-1067621.016
Infosys	-28905.10174	946.6991582	-23529375.62	-6.295360384	-342151.1653	264.2546367	-2541094.647	78.23497191	-288.6676043	-1068378.751
Hind. Unilever	-28926.95165	947.3294727	-23546099.56	-6.300589676	-342393.3962	264.4229878	-2542896.078	78.27907995	-288.8834339	-1069136.486
ITC	-28948.80157	947.9597873	-23562823.5	-6.305818968	-342635.6272	264.5913388	-2544697.509	78.323188	-289.0992634	-1069894.221
Larsen & Toubro	-28970.65148	948.5901018	-23579547.43	-6.311048259	-342877.8581	264.7596898	-2546498.94	78.36729604	-289.3150929	-1070651.956
Bajaj Finance	-28992.50139	949.2204163	-23596271.37	-6.316277551	-343120.0891	264.9280408	-2548300.372	78.41140408	-289.5309224	-1071409.691
Maruti Suzuki	-29014.3513	949.8507309	-23612995.31	-6.321506843	-343362.32	265.0963918	-2550101.803	78.45551212	-289.746752	-1072167.426
HCL Technologies	-29036.20121	950.4810454	-23629719.25	-6.326736134	-343604.5509	265.2647429	-2551903.234	78.49962017	-289.9625815	-1072925.161
Adani Enterprises	-29058.05112	951.1113599	-23646443.18	-6.331965426	-343846.7819	265.4330939	-2553704.665	78.54372821	-290.178411	-1073682.896
Hindustan Aeronautics	-29079.90103	951.7416744	-23663167.12	-6.337194718	-344089.0128	265.6014449	-2555506.096	78.58783625	-290.3942406	-1074440.631
M & M	-29101.75094	952.371989	-23679891.06	-6.34242401	-344331.2438	265.7697959	-2557307.527	78.6319443	-290.6100701	-1075198.365
Axis Bank	-29123.60085	953.0023035	-23696615	-6.347653301	-344573.4747	265.9381469	-2559108.958	78.67605234	-290.8258996	-1075956.1
Sun Pharma. Inds.	-29145.45077	953.632618	-23713338.94	-6.352882593	-344815.7056	266.106498	-2560910.389	78.72016038	-291.0417292	-1076713.835
Tata Motors	-29167.30068	954.2629325	-23730062.87	-6.358111885	-345057.9366	266.274849	-2562711.82	78.76426843	-291.2575587	-1077471.57
NTPC	-29189.15059	954.8932471	-23746786.81	-6.363341176	-345300.1675	266.4432	-2564513.251	78.80837647	-291.4733882	-1078229.305
ONGC	-29211.0005	955.5235616	-23763510.75	-6.368570468	-345542.3984	266.611551	-2566314.682	78.85248451	-291.6892178	-1078987.04
Kotak Mahindra Bank	-29232.85041	956.1538761	-23780234.69	-6.37379976	-345784.6294	266.779902	-2568116.113	78.89659256	-291.9050473	-1079744.775
Avenue Supermarts	-29254.70032	956.7841906	-23796958.62	-6.379029052	-346026.8603	266.9482531	-2569917.544	78.9407006	-292.1208768	-1080502.51
UltraTech Cement	-29276.55023	957.4145052	-23813682.56	-6.384258343	-346269.0913	267.1166041	-2571718.975	78.98480864	-292.3367064	-1081260.245
Titan Company	-29298.40014	958.0448197	-23830406.5	-6.389487635	-346511.3222	267.2849551	-2573520.406	79.02891669	-292.5525359	-1082017.98
Adani Ports	-29320.25006	958.6751342	-23847130.44	-6.394716927	-346753.5531	267.4533061	-2575321.837	79.07302473	-292.7683654	-1082775.715
Power Grid Corporation	-29342.09997	959.3054487	-23863854.37	-6.399946218	-346995.7841	267.6216571	-2577123.268	79.11713277	-292.984195	-1083533.449
Coal India	-29363.94988	959.9357633	-23880578.31	-6.40517551	-347238.015	267.7900082	-2578924.7	79.16124082	-293.2000245	-1084291.184
Tata Steel	-29385.79979	960.5660778	-23897302.25	-6.410404802	-347480.246	267.9583592	-2580726.131	79.20534886	-293.415854	-1085048.919
JSW Steel	-29407.6497	961.1963923	-23914026.19	-6.415634094	-347722.4769	268.1267102	-2582527.562	79.2494569	-293.6316836	-1085806.654
HDFC Life Insurance	-29429.49961	961.8267068	-23930750.13	-6.420863385	-347964.7078	268.2950612	-2584328.993	79.29356495	-293.8475131	-1086564.389
Tech Mahindra	-29451.34952	962.4570214	-23947474.06	-6.426092677	-348206.9388	268.4634122	-2586130.424	79.33767299	-294.0633426	-1087322.124
SBI Life Insurance	-29473.19943	963.0873359	-23964198	-6.431321969	-348449.1697	268.6317633	-2587931.855	79.38178103	-294.2791721	-1088079.859
Grasim Industries	-29495.04934	963.7176504	-23980921.94	-6.436551261	-348691.4006	268.8001143	-2589733.286	79.42588908	-294.4950017	-1088837.594
Wipro	-29516.89926	964.3479649	-23997645.88	-6.441780552	-348933.6316	268.9684653	-2591534.717	79.46999712	-294.7108312	-1089595.329
Divi's Laboratories	-29538.74917	964.9782795	-24014369.81	-6.447009844	-349175.8625	269.1368163	-2593336.148	79.51410516	-294.9266607	-1090353.064
Hero MotoCorp	-29560.59908	965.608594	-24031093.75	-6.452239136	-349418.0935	269.3051673	-2595137.579	79.55821321	-295.1424903	-1091110.799
Cipla	-29582.44899	966.2389085	-24047817.69	-6.457468427	-349660.3244	269.4735184	-2596939.01	79.60232125	-295.3583198	-1091868.534
Britannia Industries	-29604.2989	966.869223	-24064541.63	-6.462697719	-349902.5553	269.6418694	-2598740.441	79.64642929	-295.5741493	-1092626.268
Dabur India	-29626.14881	967.4995376	-24081265.56	-6.467927011	-350144.7863	269.8102204	-2600541.872	79.69053733	-295.7899789	-1093384.003
Adani Green Energy	-29647.99872	968.1298521	-24097989.5	-6.473156303	-350387.0172	269.9785714	-2602343.303	79.73464538	-296.0058084	-1094141.738
SBI Cards & Payment	-29669.84863	968.7601666	-24114713.44	-6.478385594	-350629.2481	270.1469224	-2604144.734	79.77875342	-296.2216379	-1094899.473
Bajaj Finserv	-29691.69855	969.3904812	-24131437.38	-6.483614886	-350871.4791	270.3152735	-2605946.165	79.82286146	-296.4374675	-1095657.208
Ambuja Cements	-29713.54846	970.0207957	-24148161.32	-6.488844178	-351113.71	270.4836245	-2607747.596	79.86696951	-296.653297	-1096414.943
